URL,Content_title,Contents,Sentiment,Keyword,Count-keyword
https://www.birminghammail.co.uk/sport/football/football-news/birmingham-city-st-andrews-stadium-23843590,Birmingham City's best and worst away days with Fulham and Hull standing apart,"We all have a favourite football ground, usually the home of the team we support. And whether it is a shining example of everything a football ground should be or a right dump doesn’t matter. After all, it is our dump and that’s what counts. Of course, Blues fans have something of a love-hate relationship with St Andrew’s for a while now, or at least with those people tasked with keeping the famous old ground in reasonably decent nick. Blues have been operating at a reduced capacity for the whole of the 2021/2022 campaign, with the ground requiring expensive remedial works. But whatever the rights and wrongs behind the problems at St Andrew’s, it remains the their spiritual home and means just as much to most supporters as the swankiest of big-money stadiums at the likes of Spurs and Arsenal. READ MORE: 'We're happy' - Manager addresses striker future amid Birmingham City links READ MORE: Birmingham City fans left baffled by 'update on update we are waiting for' on St Andrew's safety work But then there are those other grounds we have a hankering for - those of footballing foes which spark warm feelings because of a brilliant victory there or a favourite incident, the culmination of a promotion success or huge cup upset. These days, as more and more modern stadia spring up across the country, another category of favourite springs to mind - those old-fashioned grounds that help carry us back to another era, complete with towering stands, hostile crowds thrust right to the edge of the pitch and the brilliant atmospheres that football should be all about. So, our question to you is what are you favourite football grounds and which are the ones you loathe? For Blues fans, St Andrew’s is always going to be the beating heart, even if two of those heart chambers aren’t even functioning at present. The reopening of the lower tiers in the Kop and Tilton stands cannot come quickly enough because something needs to be done about the atmosphere. But where else do Blues fans feel ‘at home’? Blues writer Brian Dick says: “The recent trip to Blackpool, a sunny Easter weekend by the seaside, was a real opportunity for 3,500 supporters to let their hair down. Unfortunately the team let them down too. “The biennial trips to yo-yo club Fulham are always fun, Blues take a huge following and pack out the away end. Crossing the city to the other place is always something to look forward to. Derby away is always, always eventful.” So they are the good grounds, but what of the ones Blues fans dislike? Brian adds: “In terms of stadiums Blues fans loathe, it depends to be more a personal thing. Reading away is pretty soulless, matches tend to be midweek 8pm kick-offs in a half empty gr0und. “Blackburn’s Ewood Park is always cold and Hull is a long journey, there’s nothing remarkable about the ground and results are always terrible. Elsewhere, West Ham’s London Stadium isn’t really fit for purpose as a football venue.” Now it's time for you say. If the survey below doesn't load, click here. As always, you can also voice your opinion in our comments section. ",positive,spurs,1
https://www.football365.com/news/ravanelli-spurs-premier-league-title-conte-manchester-united-new-defence,Ravanelli claims Spurs can win title next season and Man Utd need a ‘whole new defence’,"Fabrizio Ravanelli reckons Spurs can win the Premier League title next season but admits they will have to “fight hard” to achieve that under Antonio Conte. Tottenham have been much better in the second half of the campaign under Conte with the Italian replacing Nuno Espirito Santo at the beginning of November. Nuno left the club after they lost five of his last seven Premier League matches in charge with Spurs sitting ninth in the Premier League. Top ten players recently found down the back of the Premier League sofa who are thriving Tottenham are now up to fifth under Conte, two points behind fourth-placed Arsenal with the race for the final Champions League spot well underway. And Middlesbrough legend Ravanelli reckons Spurs have a chance of winning the Premier League title next season with Conte at the helm. Ravanelli told The Sun: “I believe he has been doing very well at Tottenham but when a coach, especiallyConte, gets to a team, he needs time. I’m pretty sure he can make tremendous progress and achieve exactly what he has in mind. “Tottenhamhas always been missing something – they never really manage to take that necessary step forward in quality. They have had a good mentality but it’s not been effective in getting the results they want. “Now withConte and Fabio Paratici, they will be able to make the right choices to give them the right identity to win. They will be able to then possibly win thePremier Leaguein this way. Next year will be the turning point.” Ravanelli added: “This year they have less chance than Arsenal [to get top four] but knowing Conte, in these moments, he always wins duels. He is so focused and so determined and I’m pretty sure they will finish fourth and get into the Champions League. “As for winning the Premier League next year, they will have to fight hard. We cannot forget Manchester City and Liverpool. Tottenham have got seven or eight excellent players. “They need to focus on the defence because that is their main weakness. They would also need to strengthen the midfield with new signings and sign a new striker to play alongside Harry Kane. “Kane is the best but he is not enough so they will need to strengthen there next season. It won’t be easy.” Conte was linked with the Man Utd job before taking over at Spurs and Ravanelli reckons the Red Devils need huge changes in the summer to progress under Erik ten Hag. Ravanelli continued: “If Conte had had the possibility to work with theManchester Unitedplayers, certainly it would have been easier for him to achieve certain results. “United have many players who are not fit to wear the shirt or up to the expectation of winning the Premier League and Champions League. There should be some turnover of players. “I don’t want to be nasty but honest. Without naming specific players, the whole defence should be changed completely. It needs radical change. “I truly believe withErik ten Hag, a new cycle is about to start. He did really well at Ajax and enjoyed remarkable results. “He has always given great value to young players. If he starts working with the young players who understand what it means to play for United, they can make the difference and improve.” ",positive,spurs,4
https://www.football365.com/news/door-opens-newcastle-tottenham-price-player-conte-admires-drops-15m-inter-milan,"‘Door opens’ for Tottenham, Newcastle as price for player Conte ‘admires’ drops to £15m","According to reports, Tottenham Hotspur and Newcastle United target Stefan De Vrij has been made available for just £15m ahead of this summer. It was reported back in March that Tottenham are targeting De Vrij ‘at the request’ of Antonio Conte. The Spurs boss worked with the centre-back during their time together at Inter Milan. De Vrij has played 161 times for the Italian giants since the start of the 2018/19 campaign. The successful career of Mino Raiola demonstrates the absurdities of modern football The 30-year-old won the Serie A title when Conte was in charge in 2020/21. He is out of contract in 2023 and he is expected to leave Inter Milan this summer. Football Insider are reporting that the ‘door has opened’ for clubs to sign De Vrij, with Tottenham, Newcastle and Aston Villa interested in him. De Vrij is ‘yet to open talks’ with Inter over a new deal so his future is ‘up in the air’. He was previously valued at £40m but he is now available for just £15m. It is stated that Conte is a ‘huge admirer’ of the defender and he wanted Tottenham to sign him in January. Elsewhere,The Daily Mail say that Tottenham are ‘looking at alternatives’ to Pochettino if Conte attempts to exit this summer ‘with Graham Potter and Roberto Mancini among the names set to be considered’. It is understood that Pochettino is ‘largely viewed as the ideal candidate to replace the Italian’ but ‘there is some opposition from within the Tottenham hierarchy’ to his potential return. That ‘resistance has led the club to explore other avenues’ with Potter and Mancini emerging as possible options. Brighton manager Potter was linked with a move to Spurs in the summer when Nuno was appointed and just before Conte’s arrival in north London. The Daily Mail adds that Tottenham have ‘long admired the work Potter has accomplished at Brighton and will be on the club’s radar if they find themselves trying to replace Conte this summer’. Mancini, who is currently manager of the Italian national team, is also ‘an option’ with Spurs’ managing director of football Fabio Paratici ‘an admirer’ of the former Manchester City boss. The Daily Mail adds: ‘It’s important to stress that Tottenham’s due diligence towards the appointment of Conte’s successor remains a matter of contingency preparation, with sources indicating succession planning at football clubs is completely normal. ‘Indeed, Tottenham’s plan A is for Conte to stay in charge heading into next season – and there is a feeling behind the scenes that he will not walk away.’ ",positive,spurs,3
https://www.football365.com/news/opinion-manchester-united-woodward-murtough-judge,"Manchester United are shuffling their pack, but can lost leopards change their spots?","Manchester United are switching their senior management about, but will United supporters get the transfer guru that they’ve craved for years? Manchester United reach the end of the 2021/22 season in a state of flux. They’ve played 22 games in all competitions since the start of this calendar year and they’ve won just eight of them, with only three of those wins having come in the last two months. At the start of the year, the club had three easily identifiable aims for the second half of this season: the FA Cup, the Champions League and qualifying for next year’s Champions League. But four months into the new year, and regardless of a stroll-a-thon win against a Brentford side that didn’t seem to want to push them too hard, any optimistic predictions for the end of this season now lie in tatters. Juan Mata shows Man United what they’ve wasted in beautiful Old Trafford swansong United were eliminated by Middlesbrough in the FA Cup and Atletico Madrid in the Champions League, while their involvement in the race for fourth place in the Premier League may still be mathematically possible in theory but would depend on such an improbable sequence of results that it’s fair to completely disregard their chances as anything other than fanciful. The potential for a break in the clouds hovering over Old Trafford comes in the form of new manager Erik Ten Hag, who will take control of the team this summer, but the carousel of accusation has long left behind the notion that the fortunes of a football club in the modern era can be changed for the better by the appointment of one person. The problems at Manchester United run deeper than just the manager, and it was never very likely that the appointment of a new one would cure what ails the club. Ole Gunnar Solskjaer wasn’t the only member of the Manchester United management team to leave their position last year. Ed Woodward had to (eventually) fall on his sword over his involvement in the European Super League fiasco, though he didn’t leave his position until the start of February, and now Matt Judge, who’d previously been described as Woodward’s ‘right hand’, has resigned from his position as Manchester United’s director of football negotiations. This follows the decision of the club to appoint Richard Arnold as the new chief executive in January and then John Murtough as director of football in February. Judge, who is currently working out his notice period with the club, will not be missed by the club’s supporters. As the man responsible for negotiating transfers and contracts for Manchester United, Judge became one of the most influential people working behind the scenes at Old Trafford, but after what has come to be considered transfer failure after transfer failure, United fans seem pretty much agreed that just about anybody would be better. Woodward and Judge were, after all, the pair who came up with the wheeze of extending player contracts as a way of maintaining asset value on business spreadsheets, which many believe has been a key reason behind the United squad becoming so unbalanced, while reaffirming to critics the fundamental differences between running Manchester United for the benefit of the stock market over just getting on with being, well, a football club.  It has been suggested that the reason for Judge’s departure at this time is related to Murtough being promoted over his head and cutting off his direct contact with Arnold, though it should be added that most of this does at least seem to be passing fairly amicably, which in itself might be considered somewhat surprising when we recall the extent of the factionalisation of the United dressing room and the steady torrent of leaks that has been flowing from behind those doors over the course of this season. United supporters certainly seem to know who they want to replace him; Paul Mitchell has been earning admiring glances for years. After moving from Southampton to Spurs with Mauricio Pochettino in 2014, he left White Hart Lane two years later to work first with RB Leipzig and then with Monaco as a sporting director in a position that he has held since 2020; Newcastle were said to be considering his services at the end of last year before settling on Dan Ashworth instead, a decision which isn’t exactly going as Newcastle might have hoped. Mitchell is understood to have a close relationship with Ralf Rangnick from his time in Leipzig. He was constantly linked with a move to Old Trafford when the club didn’t even have a sporting director, and now that Murtough is in that position – with Darren Fletcher as technical director – the fans are clamouring for him to be offered Judge’s old position. After all, Judge isn’t the only person from this side of the club to have left his position in the last few months; chief scout Jim Lawlor and head of global scouting Marcel Bout have also departed. But this might not be straightforward. The Mirror has reported that, ‘The Englishman [Mitchell] has been tempted to stay by the offer of a sizeable budget to spend at Monaco in the upcoming window’, based on reporting in Foot Mercato, which claims that Chelsea are also interested in his services. There is also little to suggest that Mitchell is unhappy in Monaco, while others might argue that, although his record with Spurs – where he was behind the decisions to take Dele Alli, Son Heung-min and Toby Alderweireld to the club – was excellent, his record at Monaco has not quite left him above criticism. And as ever with Manchester United, all of this raises as many questions as it answers. If Murtough and Fletcher are now running the club’s recruitment, where would Mitchell fit into the equation? If Darren Fletcher is a ‘technical director’, then what is he doing in the dugout on a Saturday afternoon? What exactly is his role? Because even his own attempts to clarify it haven’t exactly sounded convincing. But those questions will keep coming. How do Manchester United plan to attract the elite-level players to which they believe themselves to be entitled if they can’t offer Champions League football? Where does Ralf Rangnick fit into all of this, especially considering that he will now be mixing his consultancy duties with being the head coach of the Austrian national team? Can any new structure or head coach change the culture of leaking to the press which has been relentless this season from a hopelessly factionalised dressing room? And ultimately, will Joel Glazer still be having the final say on all of these changes? Time is of the essence.It’s not that long until the end of the season and the reopening of the transfer window, and few would argue that Manchester United’s squad doesn’t need major work. Somewhere in this thicket of names there may be a combination that works, but while the departure of Matt Judge was necessary (if anything, it’s surprising that he stayed beyond the departure of Woodward), it doesn’t add much to the club ahead of what is likely to be an extremely busy summer. For many Manchester United supporters, the likely truth remains that the club cannot be truly reformed until the Glazer family have left. But with that looking no more likely now than at any other time over the last 17 years, supporters are left hoping against logic that this time the leopards running their clubs might finally change their spots. The post-Ferguson transition is now completing its ninth year without the club’s fortunes having substantially changed, and promises that this time things will definitely be different should probably be taken with a pinch of salt. ",positive,spurs,2
https://www.football365.com/news/mailbox-liverpool-quadruple-man-utd-rangnick-brentford,Would this season be a success if Liverpool won one out of four from here?,"The Mailbox ponders how Liverpool’s season will be viewed if they don’t win any of the three remaining trophies they are going for this month. Get your views in to theeditor@football365.com… What qualifies as Liverpool success? I think it’s pretty crazy that Liverpool could finish the season as FA Cup finalists, champs league finalists, runner up in the league and winner of the league cup and pretty much every fan will think of it as a failed season. Myself included. By any other standard any two of those four achievements is a superb season for 99% of teams. Which I guess highlights just how high Klopp has raised our expectations now. I said after we drew with city that the title was gone. That was a must win game. My friends (also reds) said I was pessimistic and city would def drop points along the way and we would win every game. Winning every game for us at that point would mean a 14 game winning streak, one of the longest in club history. So far we’ve done that. But pep just knows how to put giant runs together and looking at the calendar at the time I couldn’t see any teams taking points off city. Still don’t. 4 games left and it’s looking ever more likely that the season will finish with city being one point above us and that game Vs city being a costly one (though really any game we dropped points is just as costly). But I genuinely believe (as objectively as I can) that we will win a cup treble this season. Regardless of who makes it to the final it will be a very tough game with either two teams who play fast attacking football and a high tempo pressure game filled with talented players or Liverpool against a team of dark arts masters who are older than the Bible with twice the staying power. Would other Liverpool fans be disappointed with a cup treble? I want to say no but I know in my heart of hearts that that premier League trophy is the one we really want. I’d swap the champs league for the premier League this year for sure. I shouldn’t be disappointed, especially considering only a few years ago we almost ceased to exist. But I know that pang of regret will be there anyway…Lee  Eye on the ballIsaac, believe me, my eye is very much on the ball. I am making no assumptions about Liverpool winning their last 4 games. In fact in my mail on Sunday I said it was a real possibility that they wouldn’t. I am very worried about the game against Tottenham, just as I was worried about the Newcastle game, worried about the Man United game, worried about the Everton game and worried about pretty much every other game Liverpool play. I do find the comment about the ‘ridiculous’ concern from Liverpool fans about where City could drop points slightly odd though. Isn’t that what football fans do? Are Spurs, Arsenal, Leeds, Burnley, & Everton fans not scouring the fixtures list to see where points may be won and lost? Seriously, if you’re not doing that are you even a real football fan?Mike, LFC, London   Everton relegation bad for Man City Not only would Everton’s relegation be bad for the city it would also be bad news for Manchester City. As it stands City only have the Manchester derby as the game where “form goes out of the window” but Liverpool have two, with the Merseyside derby and the rivalry with United. It is rare that Liverpool actually do the double over Everton (this season aside) and it is hard to imagine a promoted team taking points off them. With the margin between the two being so small, Everton’s relegation might make all the difference next season and (perish the thought) beyond.CDM  Departing manager bounce 29th of April – Rangnick appointed Austria manager for next season. 2nd May, Man United play their first convincing game of Rangnick’s tenure, displaying flair, composure, and effort. It turns out these players can play, and they can defend, and score goals too. Coincidence? Or motivation? And if you believe it was ‘just Brentford’ consider that if United had played this way and won all the games we played against teams in the bottom half of the premiership we would have had 16 points more. Contrary to popular opinion, this team doesn’t need surgery. It needs a spark.Ved Sen, MUFC.  Ralf finds the formula Man Utd finally played good football. Huge shout outs to Mata & Matic. All the others players have 100% and it showed. Is it a coincidence Man Utd plays good football without Maguire & Rashford? The former simply doesn’t deserve to be in a top six team, the latter is a footballer turned book writer who can’t be bothered to run on a football pitch. If only Ralf had found this formula earlier. CheersAshwin – Man Utd fan  Where did all the nicknames go? Two things which have been rolling around in my head recently – What ever happened to nicknames for players? It feels like they are not as prominent anymore. In the past, here in sunny and loadshedded South Africa, we had wonderful nicknames for players like Ace, Computer, and my favourite, Lucas ‘Masterpieces’ Moripe. According to Wikipedia, Steven Gerrard is referred to as the ‘Hammer of Huyton’. I can’t recall ever singing for the ‘Hammer’. ‘Scores from forty yards’, uncountable times. Was he referred to as the Hammer at all up in England? I know Luis Suarez went by ‘El pistolero’ but this seemed to be more widely used for him in Uruguay? Maybe Salah’s ‘Egyptian King’ moniker might currently be applicable but in truth, are nicknames still assigned? I’d love if we could start calling them James ‘the Anvil’ Milner and Joel ‘Pureclass’ Matip. My second mental wandering I confine to brackets. Best,Wik, Pretoria (MCFC double odds > LFC quad odds, don’t we need more media pressure on Pep’s men?), LFC  Not Bad That Michael Jackson gag in Winners And Losers…I’ll allow it. Just.Jon, Lincoln  ",positive,spurs,1
https://www.football365.com/news/ten-hag-wants-french-midfielder-to-kick-off-man-utd-masterplan?utm_source=Recirculation&utm_medium=WP_Related_Articles_Unit&utm_campaign=Benchmark,Ten Hag wants French midfielder to kick off Man Utd ‘masterplan’,"Erik Ten Hag, who is on the verge of being appointed Manchester United manager, is hoping a French midfielder can start his Old Trafford ‘masterplan’. The Ajax boss has reportedly agreed terms in principle with United but is yet to be officially announced as their next permanent manager. Gossip: Manchester United linked with Premier League trio It is thought that confirmation of Ten Hag’s decision to swap the Eredivisie for the Premier League will come after the upcoming Dutch Cup final this weekend, which will see his side face PSV Eindhoven. With the 52-year-old’s arrival looking imminent, a number of stars have been linked with the club as they look to rebuild on what has been another disappointing season. United have made it five consecutive seasons without a trophy after a campaign of turmoil on and off the pitch and could miss out on qualification for the Champions League next season. Arsenal and Spurs are currently ahead of the Red Devils in the race for the top four. Whether the prospect of no Champions League football next season will affect who the club will target this summer, it remains to be seen. However, that wont stop a number of players from around the globe from being linked with a move to Manchester. ESPN are reporting that the latest name to be on the Man Utd shortlist is Monaco midfielder Aurelien Tchouameni. The Frenchman, who has already made eight appearances for the senior national side at the age of 22, has been in fine form in Ligue 1 this season. His performances have drawn attention from a number of top sides around Europe, including Liverpool, Chelsea and Juventus. The 22-year-old now appears to be on the shortlist for manager-to-be Ten Hag as he looks to improve what has been a troublesome position for a number of years at Old Trafford. This season Scott McTominay, Fred, Nemanja Matic and Paul Pogba have all vied for a starting role in initially Ole Gunnar Solskjaer’s side and, more recently, under Ralf Rangnick. Tchouameni’s international teammates Pogba is out-of-contract in the summer and doesn’t look likely to agree a new deal whilst Matic, at 33, is hardly a long-term solution. Scotland international McTominay and Brazilian Fred have improved this season but if United are to take the next step and begin challenging for titles again, they will need reinforcements and Monaco’s Tchouameni could be brought in to do just that. It is also worth mentioning that Donny van de Beek, who is currently on loan at Everton, could feature more prominently next season after working under Ten Hag at Ajax. ",positive,spurs,1
https://www.football365.com/news/antonio-conte-appointed-tottenham-hotspur-boss-lured-daniel-levy-contagious-enthusiasm,Conte appointed Spurs boss – lured by Levy’s ‘contagious enthusiasm’,"Former Chelsea boss Antonio Conte has been appointed as Tottenham Hotspur’s new manager and he is “extremely happy” to return to management. Spurs have acted quickly to appoint Conte. He replaces Nuno Espirito Santo, who was sacked on Monday. The Italian has penned an 18-month contract. He previously led Chelsea to the Premier League title in 2016/17. Antonio Conte by the numbers: Games, trophies, signings… He had previously been in advanced talks with Spurs in June about becoming Jose Mourinho’s successor, but they broke down after the two parties were at odds over key issues. However, managing director Fabio Paratici is now in position at the Premier League club and has a strong relationship with the 52-year-old, having worked with him at Juventus. And those differences have now been overcome, with chairman Daniel Levy looking to the serial winner to turn Spurs back into a force in English football. “I am extremely happy to return to coaching, and to do so at a Premier League club that has the ambition to be a protagonist again,” Conte told the club website. “Tottenham Hotspur has state-of-the-art facilities and one of the best stadiums in the world. “I can’t wait to start working to convey to the team and the fans the passion, mentality and determination that have always distinguished me, as a player and as a coach. “Last summer our union did not happen because the end of my relationship with Inter was still too recent and emotionally too involved with the end of the season, so I felt that it wasn’t yet the right time to return to coaching. “But the contagious enthusiasm and determination of Daniel Levy in wanting to entrust me with this task had already hit the mark. Now that the opportunity has returned, I have chosen to take it with great conviction.” Nuno was relieved of his duties after Levy and Paratici met on Sunday to discuss his future, with the news delivered early on Monday morning. The Portuguese was a condemned man following Saturday’s 3-0 home loss to Manchester United, when fans chanted ‘You don’t know what you’re doing’ and roundly booed him at full-time. Spurs have lost five of the last seven Premier League games and have gone two hours and 16 minutes without having a shot on goal. Conte inherits a team in ninth position in the table, five points off the top four after 10 games. The Italian, who is expected to be given some funds in January to strengthen the squad, is due to take training on Tuesday and be in charge of Thursday’s Europa Conference League clash with Vitesse Arnhem. He becomes the fourth manager to cross the divide between Stamford Bridge and north London, following Glenn Hoddle, Andre Villas-Boas and Mourinho in managing both clubs. Paratici said: “We are delighted to welcome Antonio to the club. His track record speaks for itself, with vast experience and trophies in both Italy and England. “I know first-hand the qualities Antonio can bring to us, having worked with him at Juventus, and look forward to seeing his work with our talented group of players.” Spurs said an update on Conte’s coaching staff will follow in due course. ",positive,spurs,5
https://www.football365.com/news/conte-reveals-that-son-knew-he-was-coming-off-before-scoring-tottenham-stunner?utm_source=Recirculation&utm_medium=WP_Related_Articles_Unit&utm_campaign=Benchmark,Conte reveals that Son knew he was coming off before scoring Tottenham stunner,"Son Heung-min was told that he would be coming off shortly before scoring a superb goal in Tottenham’s 3-1 win over Leicester, Antonio Conte has revealed. Son grabbed his second of the game and 19th of the season in style as he curled a 20-yard effort into the top corner to put the seal on Spurs’ victory. Spurs settle another set of jitters with a masterclass from Son Heung-min He had earlier set up Harry Kane’s opener from a corner and doubled the lead when he turned and shot on the hour mark. The quality of the goal left Conte wondering which was Son’s strongest foot, but the Italian said moments like that will only count for something if Spurs achieve their goal of finishing in the top six. “I gave him a big hug because after an amazing goal my question was which is his favourite foot, right or left?” Conte said. “He scored a fantastic goal and three minutes before when I spoke with him I said, ‘Go for five or six minutes and then I have to make a change’. “I said to him that when you listened that I wanted to make a change and you decide to score this amazing goal. “We are talking about a great player, fantastic player. But it’s important at the end of the season to celebrate a big achievement with the team. Otherwise it remains only a personal success only to score these types of goals.” OH SONNY YOU BEAUTY — Tottenham Hotspur (@SpursOfficial) May 1, 2022 The victory saw Spurs get back on track in their quest for Champions League qualification after taking one point in their previous two games. Conte knew it was especially important to win as they visit title-chasing Liverpool next weekend. “It was a good performance against a really good team,” he said. “The game wasn’t easy and we knew very well that despite them making eight changes from the last game against Roma you can see the quality, you can see the squad that Leicester has. “I think then we deserved to win the game. “For sure we got three points in an important moment of the season, especially because in the next games we are going to face first Liverpool and then Arsenal. “Today it was vital to get three points. There is only one result and a lot of pressure, but I said to my players to live this moment, to enjoy this moment because we deserved it after really great work that we did in these six months. “I think no one at the start of the season could imagine Tottenham challenging for a place in the Champions League, especially in November when there was a change, and for this reason we have to be satisfied that we stay in this position to fight for a big achievement.” ",positive,spurs,5
https://www.football365.com/news/conte-psg-rumours-fake-news-spurs-boss-focus-champions-league-miracle?utm_source=Recirculation&utm_medium=WP_Related_Articles_Unit&utm_campaign=Benchmark,Conte dismisses PSG rumours as ‘fake news’ as Spurs boss focuses on Champions League ‘miracle’,"Tottenham boss Antonio Conte has described speculation linking him with the Paris St Germain job as “fake news”. Reports emerged in France and Italy earlier this week suggesting Conte was interested in replacing Mauricio Pochettino at the Ligue 1 club. READ MORE: Champions League ‘festival of football’ plans are yet another affront to supporters Conte, who has 12 months left on his contract, has continually refused to commit his long-term future to Spurs, but insists the latest round of speculation is not true. He said: “Obviously I think that it’s good that other clubs appreciate my work. This is one thing. But the truth is that I don’t like when people try to invest news – only to speak, only to create problems. “This is not right, not fair for me, for the clubs involved and for my players. “Also because we’re really focused on these five games to get a fantastic result for us. I repeat, this type of situation makes me smile. “But I think that also the people that want to tell something about this have to show respect for all the people involved in this situation, and not invent fake news and tell a lot of lies. “In this situation, who works in football – players or managers – know very well that at this point of the season, a lot of fake news starts to go out.” The Italian does not want this issue to be a distraction for the club’s push for Champions League qualification. Spurs are two points behind Arsenal with five games to go and Conte has called on a joint effort to get over the line. “In this moment our fans, me, the players, the club, the fans we need to be focused, we need to be concentrated on an important target for us,” he said. “We have a big opportunity to try to get a place in the Champions League. “It’s a big opportunity for us because no one can imagine to stay and fight for this target in this league now in this moment. In the past it was different, but now you know very well what I said in the past that it would be a miracle to get this achievement. “We are doing something special for the situation we faced this season. I spoke with my players and its the same with our fans, they have to continue to support us and push us until the end. “We’re living this dream. We have to continue until the end to get a place in the Champions League. It’s right to underline that we are fighting for a target that wasn’t in our mind at the start of the season. “For this reason I want to push everybody at the club to have great enthusiasm, great passion, our fans to stay with us and to back us from the start until the end. “Now it would be very important to be focused and not listen to fake news and the people that for sure want to create problems for the environment. “We have to play these five games and then you know, because I answer a lot of times, that at the end of the season in a private way I will speak with my club and I will see the best solution. “We’re working very hard and my players know very well we’re very focused. We’re speaking a lot about this opportunity. “We have to live this situation with passion, enthusiasm and joy. I repeat, we deserve to stay there and to fight for a place in the Champions League. A place in Champions League is not easy for no one. “To stay there, we need to enjoy this situation. For this reason, I repeat our fans have to stay with us at every moment. Positive and negative moments. We deserve to fight until the end and have a big push from our fans.” Spurs will be without Sergio Reguilon for Sunday’s game against Leicester as he has a groin problem. The Spaniard joins Oliver Skipp (pubis), Japhet Tanganga and Matt Doherty (both knee) in the treatment room. ",positive,spurs,3
https://www.football365.com/news/tottenham-add-potter-mancini-shortlist-pochettino-doubts-conte-future?utm_source=Recirculation&utm_medium=WP_Related_Articles_Unit&utm_campaign=Benchmark,Tottenham add two managers to their shortlist as doubts grow over Conte’s future,"Tottenham have added Graham Potter and Roberto Mancini to their list of possible alternatives to Mauricio Pochettino as doubts grow over Antonio Conte’s future at the club, according to reports. Spurs have been improving since Conte took over in early November to replace Nuno Espirito Santo, who lost five of his last seven Premier League matches to leave the club ninth in the table. Since then, Tottenham have gradually risen up the table and now find themselves fifth, two points off fourth-placed Arsenal with five matches to play. Champions League ‘festival of football’ plans are yet another affront to supporters Spurs have the Gunners to play in the north London derby in a fortnight’s time with the match probably going a long way to deciding which of the two teams will play Champions League football next season. However, there have been rumours that Conte could jump ship this summer whatever happens in the final straight with a report insisting that the Italian has offered himself to Paris Saint-Germain. Pochettino is almost certain to leave this summer, with the manager and PSG attempting to agree a compensation package which would allow him to depart, as the French giants would have to fork out€15m to sack him. The report on Monday claimed that there has also been ‘contact’ between Pochettino and Daniel Levy with the Tottenham chairman ‘trying to convince the coach to return to Spurs’. And now the Daily Mail say that Tottenham are ‘looking at alternatives’ to Pochettino if Conte attempts to exit this summer ‘withGraham Potterand Roberto Mancini among the names set to be considered’. It is understood that Pochettino is ‘largely viewed as the ideal candidate to replace the Italian’ but ‘there is some opposition from within the Tottenham hierarchy’ to his potential return. That ‘resistance has led the club to explore other avenues’ with Potter and Mancini emerging as possible options. Brighton manager Potter was linked with a move to Spurs in the summer when Nuno was appointed and just before Conte’s arrival in north London. The Daily Mail adds that Tottenham have ‘long admired the work Potter has accomplished at Brighton and will be on the club’s radar if they find themselves trying to replace Conte this summer’. Mancini, who is currently manager of the Italian national team, is also ‘an option’ with Spurs’ managing director of football Fabio Paratici ‘an admirer’ of the former Manchester City boss. The Daily Mail adds: ‘It’s important to stress that Tottenham’s due diligence towards the appointment of Conte’s successor remains a matter of contingency preparation, with sources indicating succession planning at football clubs is completely normal. ‘Indeed, Tottenham’s plan A is for Conte to stay in charge heading into next season – and there is a feeling behind the scenes that he will not walk away.’ ",positive,spurs,5
